Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2007,Matt Toeaina,DT,Oregon,5.1,,,,26
2009,Marlon Favorite,DT,LSU,5.12,,,,26
2018,Kahlil Mckenzie,DT,Tennessee,5.15,29.5,105,4.68,26
2019,Byron Cowart,DT,Maryland,5.16,30,111,,26
2011,Kenrick Ellis,DT,Hampton,5.19,,,,26
2012,Akiem Hicks,DT,Regina (Canada),5.21,31.5,108,4.86,26
2006,Tommy Jackson,DT,Auburn,5.24,31,104,4.6,26
2006,T.J. Jackson,DT,Auburn,5.26,31,104,4.6,26
2016,Vernon Butler,DT,Louisiana Tech,5.33,29.5,104,4.76,26
2018,Eddy Wilson,DT,Purdue,5.37,,96,,26
2008,Letroy Guion,DT,Florida State,5.39,,,,26
2005,Albert Means,DT,Memphis,5.48,27,96,4.87,26
2016,Keith Marshall,RB,Georgia,4.31,30.5,,,25
2009,Vontae Davis,CB,Illinois,4.4,36,125,4.07,25
2011,Jordan Todman,RB,Connecticut,4.4,38,126,4.18,25
2010,Kyle Wilson,CB,Boise State,4.43,,,,25
2024,MarShawn Lloyd,RB,Southern California,4.46,36,118,,25
2006,DeAngelo Williams,RB,Memphis,4.49,35.5,121,,25
2009,Knowshon Moreno,RB,Georgia,4.5,35.5,115,4.27,25
2013,Michael Ford,RB,LSU,4.5,38.5,130,4.25,25
2015,David Johnson,RB,Northern Iowa,4.5,41.5,127,4.27,25
2009,Javarris Williams,RB,Tennessee State,4.51,33.5,116,,25
2009,Chris Wells,RB,Ohio State,4.52,33.5,128,,25
2008,Cory Boyd,RB,South Carolina,4.56,33.5,118,4.24,25
2008,Thomas Brown,RB,Georgia,4.56,36,128,,25
2015,Danielle Hunter,DE,LSU,4.57,,,,25
2009,Beanie Wells,RB,Michigan State,4.59,33.5,128,,25
2022,Snoop Conner,RB,Mississippi,4.59,29.5,118,,25
2005,Nehemiah Broughton,RB,Citadel,4.61,30,108,4.28,25
2015,Owamagbe Odighizuwa,DE,UCLA,4.62,39,127,4.19,25
2009,David Buehler,K,Southern California,4.63,,,,25
2011,Lance Kendricks,TE,Wisconsin,4.65,34.5,122,4.15,25
2020,Sewo Olonilua,RB,Texas Christian,4.66,36,123,4.28,25
2005,Shawne Merriman,DE,Maryland,4.68,,,,25
2012,Quinton Coples,DE,North Carolina,4.69,31.5,109,4.78,25
2018,Chris Warren,RB,Texas,4.69,33,121,4.18,25
2021,Janarius Robinson,DE,Florida State,4.69,34,121,4.46,25
2009,Rhett Bomar,QB,Sam Houston State,4.7,,106,4.06,25
2021,Tarron Jackson,DE,Coastal Carolina (SC),4.71,29.5,118,4.46,25
2020,Josiah Deguara,TE,Cincinnati,4.72,35.5,115,4.35,25
2022,Dominique Robinson,DE,Miami (OH),4.72,41,121,4.19,25
2011,Cameron Jordan,DE,California,4.74,31,117,4.37,25
2017,Josh Carraway,DE,Texas Christian,4.74,29.5,120,4.42,25
2006,Mario Williams,DE,North Carolina State,4.75,34,111,4.54,25
2006,T.J. Williams,TE,North Carolina State,4.75,34,111,4.54,25
2010,Earl Mitchell,DT,Arizona,4.75,28.5,107,4.55,25
2015,Ryan Russell,DE,Purdue,4.75,32.5,119,4.47,25
2007,Antwan Applewhite,DE,San Diego State,4.76,35,115,4.36,25
2014,C.J. Fiedorowicz,TE,Iowa,4.76,31.5,115,4.26,25
2008,Jeremy Thompson,DE,Wake Forest,4.77,32,117,4.23,25
2010,Michael Hoomanawanui,TE,Illinois,4.77,,,,25
2018,Trevon Young,DE,Louisville,4.78,33,114,4.4,25
2007,Nate Ilaoa,RB,Hawaii,4.79,30,103,4.42,25
2016,Noah Spence,DE,Eastern Kentucky,4.8,35,121,4.35,25
2005,David Pollack,DE,Georgia,4.81,37,118,3.9,25
2007,Dan Bazuin,DE,Central Michigan,4.81,30,109,4.75,25
2018,Jalyn Holmes,DE,Ohio State,4.82,32,,,25
2013,Bjoern Werner,DE,Florida State,4.83,31,111,4.4,25
2005,Adam Bergen,TE,Lehigh,4.84,38,118,4.1,25
2007,Victor Abiamiri,DE,Notre Dame,4.85,,,,25
2012,Malik Jackson,DE,Tennessee,4.85,28,105,4.41,25
2024,Mekhi Wingo,DT,Louisiana State,4.85,31.5,109,,25
2016,Bronson Kaufusi,DE,Brigham Young,4.87,30,111,4.25,25
2010,Willie Young,DE,North Carolina State,4.88,38,118,4.56,25
2017,Isaac Rochell,DT,Notre Dame,4.89,31.5,114,,25
2005,Vincent Burns,DE,Kentucky,4.9,35,119,4.41,25
2005,Darrell Shropshire,DT,South Carolina,4.9,34,114,4.31,25
2019,L.J. Collier,DE,Texas Christian,4.91,30,118,4.78,25
2013,Tourek Williams,DE,Florida International,4.92,33,112,,25
2017,Taco Charlton,DE,Michigan,4.92,33,116,,25
2011,Lee Smith,TE,Marshall,4.94,29,108,4.28,25
2017,Charles Walker,DT,Oklahoma,4.96,28,107,4.13,25
2021,Earnest Brown,DE,Northwestern,5.01,31,115,4.5,25
2016,Maliek Collins,DT,Nebraska,5.03,29.5,109,4.52,25
2017,D.J. Jones,DT,Mississippi,5.04,28.5,108,4.66,25
2024,Logan Lee,DT,Iowa,5.05,31.5,114,,25
2009,Fili Moala,DT,Southern California,5.07,30.5,100,,25
2006,Julian Jenkins,DE,Stanford,5.09,34.5,110,4.23,25
2005,Atiyyah Ellison,DT,Missouri,5.1,27.5,99,4.79,25
2016,Mehdi Abdesmad,DT,Boston College,5.1,29.5,108,4.62,25
2007,Clifton Ryan,DT,Michigan State,5.11,26.5,102,4.69,25
2018,Jojo Wicker,DE,Arizona State,5.16,30,105,,25
2009,Ricky Jean Francois,DT,LSU,5.18,26,,,25
2006,John McCargo,DT,North Carolina State,5.19,30.5,110,4.48,25
2010,Lorenzo Washington,DT,Alabama,5.21,30,107,4.68,25
2014,Shamar Stephen,DT,Connecticut,5.25,30.5,102,,25
2015,Leterrius Walton,DT,Central Michigan,5.25,27,103,4.78,25
2011,Colby Whitlock,DT,Texas Tech,5.27,30.5,105,4.75,25
2014,Justin Ellis,DT,Louisiana Tech,5.27,28,91,4.75,25
2006,Domata Peko,DT,Michigan State,5.28,28.5,103,4.49,25
2013,T.J. Barnes,DT,Georgia Tech,5.3,22,97,4.96,25
2022,John Ridgeway,DT,Arkansas,5.3,28,101,4.73,25
2016,Austin Johnson,DT,Penn State,5.32,26,96,4.75,25
2021,Jack Heflin,DT,Iowa,5.33,29,104,4.62,25
2014,DaQuan Jones,DT,Penn State,5.35,27.5,100,4.78,25
2018,Derrick Nnadi,DT,Florida State,5.38,27,96,5.02,25
2007,Quintin Echols,DT,Kansas State,5.43,,,,25
2011,Noel Devine,RB,West Virginia,4.34,,,,24
2009,Andre Brown,RB,North Carolina State,4.37,37,115,4.33,24
2010,Dorin Dickerson,TE,Pittsburgh,4.4,43.5,125,4.3,24
2011,Jimmy Smith,CB,Colorado,4.42,36,123,4.06,24
2011,Byron Maxwell,CB,Clemson,4.43,33,124,,24
2012,James Hanna,TE,Oklahoma,4.43,36,122,4.11,24
2011,Niles Paul,WR,Nebraska,4.45,34.5,117,4.14,24
2008,Eddie Royal,WR,Virginia Tech,4.46,36,124,4.34,24
2011,Kendall Hunter,RB,Oklahoma State,4.46,35,122,4.21,24
2012,Tauren Poole,RB,Tennessee,4.48,34,118,4.19,24
2016,DeAndre Washington,RB,Texas Tech,4.49,34.5,116,4.2,24
2009,Glen Coffee,RB,Alabama,4.5,36,121,4.51,24
2020,Daniel Thomas,S,Auburn,4.51,37,125,,24
2011,Jalil Brown,CB,Colorado,4.52,35.5,116,4.25,24
2017,Haason Reddick,DE,Temple,4.52,36.5,133,5,24
2018,KaRaun White,WR,West Virginia,4.52,33.5,118,4.57,24
2024,George Holani,RB,Boise State,4.52,39,127,,24
2011,Jamie Harper,RB,Clemson,4.53,36.5,120,4.39,24
2017,Jordan Willis,DE,Kansas State,4.53,39,124,,24
2021,Josh Imatorbhebhe,WR,Illinois,4.53,46.5,134,4.38,24
2021,Asim Rose,RB,Kentucky,4.53,34,120,4.62,24
2021,Shaka Toney,DE,Penn State,4.53,39,128,4.29,24
2012,Omar Bolden,CB,Arizona State,4.54,,,,24
2011,Anthony Allen,RB,Georgia Tech,4.56,41.5,120,4.06,24
2019,Germaine Pratt,LB,North Carolina State,4.57,32.5,116,,24
2019,Myles Gaskin,RB,Washington,4.58,35.5,118,4.27,24
2009,Jahi Word-Daniels,CB,Georgia Tech,4.59,35.5,122,,24
2017,Takkarist McKinley,DE,UCLA,4.59,33,122,4.32,24
2013,Le'Veon Bell,RB,Michigan State,4.6,31.5,118,4.24,24
2014,Eric Ebron,TE,North Carolina,4.6,32,120,,24
2015,Ameer Abdullah,RB,Nebraska,4.6,42.5,130,3.95,24
2019,Tyrel Dodson,LB,Texas A&M,4.6,,118,,24
2020,Kamren Curl,S,Arkansas,4.6,34.5,125,,24
2022,Jelani Woods,TE,Virginia,4.61,,,,24
2009,Coye Francies,CB,San Jose State,4.63,36,123,4.24,24
2006,Kamerion Wimbley,DE,Florida State,4.64,38.5,129,4.48,24
2015,Randy Gregory,DE,Nebraska,4.64,36.5,125,,24
2020,James Robinson,RB,Illinois State,4.64,40,125,4.19,24
2005,Alvin Pearman,RB,Virginia,4.65,34,112,4.08,24
2009,Cameron Morrah,TE,California,4.65,32.5,115,4.36,24
2018,Bradley Chubb,DE,North Carolina State,4.65,36,121,4.41,24
2020,Zack Baun,LB,Wisconsin,4.65,32.5,115,4.31,24
2008,BenJarvus Green-Ellis,RB,Mississippi,4.66,30.5,114,,24
2014,Kapri Bibbs,RB,Colorado State,4.67,29,104,,24
2007,Brady Quinn,QB,Notre Dame,4.73,,,,24
2015,Preston Smith,DE,Mississippi State,4.74,34,121,4.28,24
2008,Brad Cottam,TE,Tennessee,4.75,33,,,24
2020,Benny LeMay,RB,North Carolina Charlotte,4.75,28.5,112,,24
2006,Tim Day,TE,Oregon,4.76,35,109,4.2,24
2013,Zach Ertz,TE,Stanford,4.76,30.5,111,4.47,24
2012,Jaye Howard,DT,Florida,4.78,27.5,106,4.47,24
2005,Bo Scaife,TE,Texas,4.79,32.5,110,4.12,24
2014,Jake Murphy,TE,Utah,4.79,33,113,4.27,24
2017,Adam Shaheen,TE,Ashland,4.79,32.5,121,4.38,24
2009,Orion Martin,DE,Virginia Tech,4.81,32,108,4.63,24
2009,Paul Kruger,DE,Utah,4.83,32.5,108,4.47,24
2013,Joe Kruger,DE,Utah,4.83,34,117,4.46,24
2006,Parys Haralson,DE,Tennessee,4.84,32,115,4.26,24
2014,Scott Crichton,DE,Oregon State,4.84,31.5,108,4.29,24
2008,Derek Fine,TE,Kansas,4.85,29,115,4.19,24
2014,Marcel Jensen,TE,Fresno State,4.85,35,114,4.6,24
2009,Matt Shaughnessy,DE,Wisconsin,4.86,30.5,112,4.88,24
2012,Billy Winn,DE,Boise State,4.86,27,107,4.44,24
2016,Joey Bosa,DE,Ohio State,4.86,32,120,4.21,24
2009,Richard Quinn,TE,North Carolina,4.88,32.5,119,4.62,24
2005,Jonas Crafts,TE,Texas-El Paso,4.89,,,,24
2019,Trevon Wesco,TE,West Virginia,4.89,31,117,4.38,24
2007,Abraham Wright,DE,Colorado,4.91,31,111,4.46,24
2008,Chase Ortiz,DE,Texas Christian,4.91,29.5,108,4.23,24
2015,Lynden Trail,DE,Norfolk State,4.91,32.5,117,4.48,24
2010,George Selvie,DE,South Florida,4.93,30.5,109,4.63,24
2011,Marcell Dareus,DT,Alabama,4.93,27,,4.62,24
2009,Chris Baker,DT,Hampton,4.94,35.5,106,4.9,24
2016,Quinton Jefferson,DT,Maryland,4.95,29,,4.37,24
2009,Corvey Irvin,DT,Georgia,4.96,24.5,97,4.73,24
2009,Derek Walker,DE,Illinois,4.98,37.5,115,4.41,24
2014,Ego Ferguson,DT,LSU,4.98,,,,24
2006,Jonathan Lewis,DT,Virginia Tech,4.99,33.5,111,4.4,24
2009,Michael Bennett,DE,Texas A&M,5,31,110,,24
2019,Zach Allen,DE,Boston College,5,32,112,4.36,24
2008,Kendall Langford,DE,Hampton,5.01,27,114,4.69,24
2016,Hassan Ridgeway,DT,Texas,5.02,32,113,4.82,24
2007,Justin Harrell,DT,Tennessee,5.07,30.5,108,4.79,24
2008,Dorian Smith,DE,Oregon State,5.07,27.5,105,4.73,24
2018,Justin Jones,DT,North Carolina State,5.09,29,104,4.74,24
2015,Arik Armstead,DT,Oregon,5.1,34,117,4.53,24
2014,Deandre Coleman,DT,California,5.12,,,,24
2019,Dontavius Russell,DT,Auburn,5.15,,,4.77,24
2007,Brandon Mebane,DT,California,5.18,24,106,4.65,24
2015,Ellis McCarthy,DT,UCLA,5.21,32,109,5.07,24
2014,Will Sutton,DT,Arizona State,5.36,28.5,99,4.82,24
2015,Kevin White,WR,West Virginia,4.35,36.5,123,4.14,23
2012,Jamell Fleming,CB,Oklahoma,4.43,34,125,3.97,23
2015,Sammie Coates,WR,Auburn,4.43,41,131,4.06,23
2008,Matt Forte',RB,Tulane,4.44,33,118,4.23,23
2008,Antwaun Molden,CB,Eastern Kentucky,4.44,37.5,129,4.14,23
2008,Ray Rice,RB,Rutgers,4.46,31.5,119,4.2,23
2014,LaDarius Perkins,RB,Mississippi State,4.46,35.5,123,4.3,23
2016,Daniel Lasco,RB,California,4.46,41.5,135,4.26,23
2005,Darren Sproles,RB,Kansas State,4.49,33,102,3.96,23
2009,Kenny Britt,WR,Rutgers,4.49,37,124,4.47,23
2009,Jared Cook,TE,South Carolina,4.49,41,123,,23
2020,Joshua Kelley,RB,UCLA,4.49,31,121,4.28,23
2009,Morgan Trent,CB,Michigan,4.5,38,127,4.01,23
2012,Davin Meggett,RB,Maryland,4.5,35,118,4.32,23
2005,Marlin Jackson,CB,Michigan,4.52,36,125,3.96,23
2011,Armando Allen,RB,Notre Dame,4.52,,,,23
2013,D.J. Harper,RB,Boise State,4.52,33.5,120,4.35,23
2014,Cody Latimer,WR,Indiana,4.52,,,,23
2005,Bryant McFadden,CB,Florida State,4.53,38.5,126,4.04,23
2007,Greg Olsen,TE,Miami (FL),4.53,35.5,114,4.48,23
2011,Jordan Cameron,TE,Southern California,4.53,37.5,119,4.03,23
2020,A.J. Dillon,RB,Boston College,4.53,41,131,,23
2011,Virgil Green,TE,Nevada,4.54,42.5,130,4.4,23
2024,Dylan Laube,RB,New Hampshire,4.54,37,118,,23
2009,Javon Ringer,RB,Michigan State,4.55,34,115,4.11,23
2014,Isaiah Crowell,RB,Alabama State,4.57,38,116,,23
2014,James White,RB,Wisconsin,4.57,32,113,4.2,23
2024,Isaiah Davis,RB,South Dakota State,4.57,34.5,119,,23
2011,Damien Berry,RB,Miami (FL),4.58,33.5,120,4.12,23
2015,Geremy Davis,WR,Connecticut,4.58,36.5,124,4.18,23
2017,Christopher Carson,RB,Oklahoma State,4.58,37,130,,23
2010,Ed Dickson,TE,Oregon,4.59,34,115,4.59,23
2012,Vick Ballard,RB,Mississippi State,4.59,33,115,4.19,23
2016,Charles Tapper,DE,Oklahoma,4.59,34,119,,23
2017,Raekwon McMillan,LB,Ohio State,4.61,33,121,,23
2019,Jordan Jones,LB,Kentucky,4.62,32.5,123,4.37,23
2021,Trey Ragas,RB,Louisiana-Lafayette,4.63,33.5,117,4.5,23
2017,Carroll Phillips,DE,Illinois,4.64,30,123,4.41,23
2018,Lavon Coleman,RB,Washington,4.65,33,120,,23
2005,Chad Owens,WR,Hawaii,4.66,37,110,3.94,23
2006,Owen Daniels,TE,Wisconsin,4.66,34.5,114,4.1,23
2007,Thomas Clayton,RB,Kansas State,4.66,36.5,121,,23
2009,Arian Foster,RB,Tennessee,4.68,,,,23
2010,Rob Gronkowski,TE,Arizona,4.68,,,,23
2010,Andrew Quarless,TE,Penn State,4.68,32,112,,23
2014,Marcus Smith,DE,Louisville,4.68,35,121,4.47,23
2010,Lindsey Witten,DE,Connecticut,4.7,36.5,115,4.62,23
2017,Billy Brown,WR,Shepherd,4.7,29,118,4.14,23
2022,Isaiah Thomas,DE,Oklahoma,4.7,31.5,117,,23
2024,Audric Estime,RB,Notre Dame,4.71,38,125,,23
2005,Lionel Gates,RB,Louisville,4.72,36,118,4.1,23
2020,Quintez Cephus,WR,Wisconsin,4.73,38.5,124,4.33,23
2016,Beau Sandland,TE,Montana State,4.74,35,124,4.33,23
2020,Hunter Bryant,TE,Washington,4.74,32.5,115,4.46,23
2020,Shaquille Quarterman,LB,Miami (FL),4.74,31,120,,23
2005,Tony Jackson,TE,Iowa,4.76,33,112,4.48,23
2008,Mike Hart,RB,Michigan,4.77,28,110,,23
2019,Dakota Allen,LB,Texas Tech,4.77,31.5,116,4.04,23
2022,Peyton Hendershot,TE,Indiana,4.8,32.5,117,4.25,23
2006,Jay Cutler,QB,Vanderbilt,4.81,,,4.26,23
2016,Shilique Calhoun,DE,Michigan State,4.82,35,115,4.25,23
2009,Mitch King,DT,Iowa,4.83,33.5,109,4.58,23
2015,Za'Darius Smith,DE,Kentucky,4.83,29,113,4.66,23
2017,Tanoh Kpassagnon,DE,Villanova,4.83,30,128,4.69,23
2021,Cameron Sample,DE,Tulane (LA),4.83,37,116,4.51,23
2006,Marcedes Lewis,TE,UCLA,4.84,37,118,4.82,23
2014,Zach Moore,DE,Concordia - St. Paul,4.84,33.5,123,4.46,23
2017,Malik McDowell,DT,Michigan State,4.85,28.5,112,,23
2006,Jason Pociask,TE,Wisconsin,4.88,32.5,115,4.3,23
2021,Tony Poljan,TE,Virginia,4.89,33.5,113,4.5,23
2012,Justin Francis,DE,Rutgers,4.9,32,109,4.35,23
2016,Romeo Okwara,DE,Notre Dame,4.9,33,120,4.53,23
2016,Jason Fanaika,DE,Utah,4.92,35.5,113,4.39,23
2005,Adrian Awasom,DE,North Texas,4.93,32.5,107,4.4,23
2006,Rob Ninkovich,DE,Purdue,4.93,34.5,116,4.18,23
2016,Jonathan Bullard,DE,Florida,4.93,32,116,4.56,23
2019,Jerry Tillery,DT,Notre Dame,4.93,32,115,4.33,23
2013,William Gholston,DE,Michigan State,4.96,28.5,110,4.59,23
2016,Shawn Oakman,DE,Baylor,4.96,32,123,4.56,23
2020,Jared Pinkney,TE,Vanderbilt,4.96,,,,23
2010,E.J. Wilson,DE,North Carolina,4.97,29.5,,,23
2015,Ryan Delaire,DE,Towson,4.97,,,,23
2008,Johnny Dingle,DE,West Virginia,4.98,,108,,23
2021,Darius Stills,DT,West Virginia,4.98,32.5,110,4.49,23
2005,Bill Swancutt,DE,Oregon State,5.03,34,113,4.24,23
2010,Gerald McCoy,DT,Oklahoma,5.04,30.5,114,4.48,23
2005,Simon Fraser,DE,Ohio State,5.05,28,102,4.43,23
2013,Everett Dawkins,DT,Florida State,5.06,30,103,4.88,23
2021,Marvin Wilson,DT,Florida State,5.09,25.5,107,4.83,23
2005,Anthony Bryant,DT,Alabama,5.1,31.5,106,4.68,23
2008,Kolo Kapanui,TE,West Texas A&M,5.11,26.5,107,4.66,23
2008,Carlton Powell,DT,Virginia Tech,5.13,22.5,108,4.87,23
2016,Devaunte Sigler,DT,Jacksonville State (AL),5.15,25,,4.97,23
2022,D.J. Davidson,DT,Arizona State,5.22,28,95,4.72,23
2014,Mike Pennel,DT,Colorado State-Pueblo,5.23,28.5,101,4.84,23
2011,Cedric Thornton,DT,Southern Arkansas,5.25,27,101,4.71,23
2011,Olufemi Ajiboye,DT,South Carolina,5.31,24,91,4.71,23
2011,Ladi Ajiboye,DT,South Carolina,5.4,24,91,4.71,23
2008,James McClinton,DT,Kansas,5.54,21.5,97,4.73,23
2013,Josh Boyce,WR,Texas Christian,4.38,34,131,4.1,22
2013,Jamar Taylor,CB,Boise State,4.39,35,127,4.06,22
2007,Garrett Wolfe,RB,Northern Illinois,4.4,35.5,116,4.08,22
2011,Brandon Saine,RB,Ohio State,4.4,34.5,113,4.25,22
2014,Jaylen Watkins,CB,Florida,4.41,,,,22
2014,Keith Reaser,CB,Florida Atlantic,4.43,,,,22
2017,Brendan Langley,CB,Lamar,4.43,35.5,123,4.21,22
2018,Davontae Harris,CB,Illinois State,4.43,32.5,123,4.4,22
2020,Reggie Robinson,CB,Tulsa,4.44,36,132,4.18,22
2020,Kindle Vildor,CB,Georgia Southern,4.44,39.5,133,4.28,22
2021,Kyle Pitts,TE,Florida,4.44,33.5,129,4.35,22
2005,Braylon Edwards,WR,Michigan,4.45,,,,22
2019,Ryquell Armstead,RB,Temple,4.45,30,114,4.29,22
2011,Rob Housler,TE,Florida Atlantic,4.46,37,117,4.21,22
2012,Marvin Jones,WR,California,4.46,33,112,4.11,22
2013,Dwayne Gratz,CB,Connecticut,4.47,38,125,4.15,22
2019,Mike Weber,RB,Ohio State,4.47,33.5,,,22
2009,Asher Allen,CB,Georgia,4.48,35,115,4.3,22
2017,Dalvin Cook,RB,Florida State,4.49,30.5,116,4.53,22
2019,Darrell Henderson,RB,Memphis,4.49,33.5,121,,22
2021,Jake Funk,RB,Maryland,4.49,38,122,4.12,22
2010,Toby Gerhart,RB,Stanford,4.5,38,118,4.25,22
2012,Jerrell Jackson,WR,Missouri,4.5,41,127,4.11,22
2021,Khalil Herbert,RB,Virginia Tech,4.5,33,115,4.34,22
2017,O.J. Howard,TE,Alabama,4.51,30,121,4.16,22
2019,Khari Willis,S,Michigan State,4.52,34.5,118,,22
2016,Derrick Henry,RB,Alabama,4.54,37,130,4.38,22
2018,Mike Gesicki,TE,Penn State,4.54,41.5,129,4.1,22
2018,Sony Michel,RB,Georgia,4.54,,,4.21,22
2012,Dan Herron,RB,Ohio State,4.57,35,117,4.04,22
2015,Terrence Magee,RB,LSU,4.57,37,115,4.37,22
2021,Kylin Hill,RB,Mississippi State,4.57,36,122,4.35,22
2021,Javonte Williams,RB,North Carolina,4.57,36,123,4.09,22
2007,James Jones,WR,San Jose State,4.58,34,119,4.2,22
2009,Joe Burnett,CB,Central Florida,4.58,35.5,118,4.25,22
2018,Marcus Davenport,DE,Texas-San Antonio,4.58,33.5,124,4.41,22
2008,Kellen Davis,TE,Michigan State,4.59,28,118,4.38,22
2015,Tevin Coleman,RB,Indiana,4.59,,,,22
2020,Antonio Gandy-Golden,WR,Liberty,4.6,36,127,4.55,22
2015,T.J. Yeldon,RB,Alabama,4.61,36,117,4.22,22
2021,Josh Johnson,RB,Louisiana-Monroe,4.61,35.5,115,4.4,22
2011,Robert Quinn,DE,North Carolina,4.62,34,116,4.4,22
2017,Gerald Everett,TE,South Alabama,4.62,37.5,126,4.33,22
2017,Jonnu Smith,TE,Florida International,4.62,38,127,4.18,22
2020,La'Mical Perine,RB,Florida,4.62,35,118,4.31,22
2009,Stryker Sulak,DE,Missouri,4.63,31,113,4.58,22
2011,Ugo Chinasa,DE,Oklahoma State,4.63,28,117,4.39,22
2019,Josh Oliver,TE,San Jose State,4.63,34,117,4.47,22
2022,Daniel Bellinger,TE,San Diego State,4.63,34.5,125,4.47,22
2008,Gary Barnidge,TE,Louisville,4.64,31,117,4.23,22
2011,DaQuan Bowers,DE,Clemson,4.64,,,,22
2010,Keith Toston,RB,Oklahoma State,4.66,32,110,4.67,22
2019,Foster Moreau,TE,LSU,4.66,36.5,121,4.11,22
2006,Leonard Pope,TE,Georgia,4.67,37.5,118,4.67,22
2019,Alexander Mattison,RB,Boise State,4.67,35,127,4.29,22
2013,Tyler Eifert,TE,Notre Dame,4.68,35.5,119,4.32,22
2021,Joe Tryon,DE,Washington,4.68,35,116,4.36,22
2019,John Cominsky,DE,Charleston,4.69,33.5,116,4.38,22
2006,Tarvaris Jackson,QB,Alabama State,4.7,31.5,107,4.38,22
2007,Baraka Atkins,DE,Miami (FL),4.7,33,111,,22
2019,Alize Mack,TE,Notre Dame,4.7,36,120,4.34,22
2013,Nick Kasa,TE,Colorado,4.71,31.5,113,,22
2014,Kareem Martin,DE,North Carolina,4.72,35.5,128,4.33,22
2015,Obum Gwacham,DE,Oregon State,4.72,36,121,4.28,22
2018,Darrel Williams,RB,LSU,4.72,32,109,4.21,22
2005,Adrian McPherson,QB,Florida State,4.73,34.5,128,4.08,22
2008,Kregg Lumpkin,RB,Georgia,4.73,28,111,,22
2018,Kamryn Pettway,RB,Auburn,4.74,33.5,116,,22
2009,Greg Orton,WR,Purdue,4.75,38,125,4.33,22
2013,Dion Sims,TE,Michigan State,4.75,35,112,4.52,22
2013,George Winn,RB,Cincinnati,4.75,34.5,119,,22
2012,Courtney Upshaw,DE,Alabama,4.76,,,,22
2005,Joel Dreessen,TE,Colorado State,4.77,36,111,4.01,22
2011,Matt Asiata,RB,Utah,4.77,30,104,4.37,22
2012,Chandler Jones,DE,Syracuse,4.77,35,120,4.38,22
2014,Will Clarke,DE,West Virginia,4.77,32,111,4.57,22
2009,Aaron Maybin,DE,Penn State,4.78,38,124,4.38,22
2011,Zach Pianalto,TE,North Carolina,4.78,32,108,4.41,22
2013,Michael Buchanan,DE,Illinois,4.78,33,113,4.44,22
2011,Karl Klug,DE,Iowa,4.79,,,,22
2009,Brandon Pettigrew,TE,Oklahoma State,4.8,33,118,4.37,22
2015,Tavaris Barnes,DE,Clemson,4.8,,,,22
2021,Adetokunbo Ogundeji,DE,Notre Dame,4.8,32,120,4.65,22
2009,Kyle Moore,DE,Southern California,4.81,30.5,105,4.47,22
2021,Shaun Beyer,TE,Iowa,4.81,31.5,119,4.26,22
2021,Justus Reed,DE,Virginia Tech,4.81,30.5,117,4.62,22
2021,Luke Farrell,TE,Ohio State,4.82,36.5,118,4.33,22
2021,Chauncey Golston,DE,Iowa,4.83,36,119,4.59,22
2005,Maurice Clarett,RB,Ohio State,4.84,34,113,,22
2005,Chauncey Davis,DE,Florida State,4.84,37,117,4.44,22
2005,Eric Moore,DE,Florida State,4.85,29.5,105,4.5,22
2011,Zack Pianalto,TE,Michigan State,4.87,32,108,4.41,22
2017,Montravius Adams,DT,Auburn,4.87,29,108,,22
2006,Victor Adeyanju,DE,Indiana,4.88,32,112,4.41,22
2006,Javon Nanton,DE,Miami (FL),4.88,28.5,108,,22
2017,Al-Quadin Muhammad,DE,Miami (FL),4.88,30.5,117,4.37,22
2015,Cedric Reed,DE,Texas,4.89,,,,22
2016,Connor Wujciak,DT,Boston College,4.91,34.5,117,4.27,22
2014,Kony Ealy,DE,Missouri,4.92,31,113,4.45,22
2017,Deatrich Wise,DE,Arkansas,4.92,33,124,,22
2011,Martin Parker,DT,Richmond,4.95,29,104,4.57,22
2019,Kendall Blanton,TE,Missouri,4.95,31,113,4.42,22
2006,Darrell Adams,DE,Villanova,5.08,27,109,4.76,22
2019,Demarcus Christmas,DT,Florida State,5.08,25.5,101,5.07,22
2019,Jonathan Ledbetter,DE,Georgia,5.14,26.5,108,,22
2016,AShawn Robinson,DT,Alabama,5.2,26,106,4.74,22
2013,Montori Hughes,DT,Tennessee-Martin,5.23,26.5,104,4.7,22
2007,Larry Brown,DT,Oklahoma State,5.24,27,108,4.81,22
2017,Tanzel Smart,DT,Tulane,5.24,27,105,,22
2019,Daniel Wise,DT,Kansas,5.28,27.5,112,4.37,22
2013,Cory Grissom,DT,South Florida,5.31,27.5,97,4.81,22
2017,Jarron Jones,DT,Notre Dame,5.33,20.5,,4.53,22
2005,Larry Burt,DT,Miami (OH),5.41,28,98,4.72,22
2011,Mario Fannin,RB,Auburn,4.37,37.5,115,4.21,21
2011,DeMarco Murray,RB,Oklahoma,4.37,34.5,130,4.18,21
2012,Cyrus Gray,RB,Texas A&M,4.4,32.5,114,,21
2019,Justice Hill,RB,Oklahoma State,4.4,40,130,,21
2005,Ronald Bartell,CB,Howard,4.42,35.5,,,21
2013,Chris Thompson,RB,Florida State,4.42,,,,21
2019,Juan Thornhill,S,Virginia,4.42,44,141,,21
2010,Earl Thomas,CB,Texas,4.43,,113,,21
